CustomerID,CustomerName,SignupDate,TotalValue,Quantity,Region_Europe,Region_North America,Region_South America,Cluster
C0157,Miguel Wong,2024-01-30,-0.8554527412604752,-0.4340492731096936,0,1,0,0
C0158,Wendy Browning,2023-04-12,0.14487417997229401,-0.595706358066749,0,0,1,0
C0159,Austin Miller,2022-08-06,-0.7487520001757202,-0.7573634430238043,0,0,0,0
C0160,Jodi Cook,2022-04-05,-0.28429314799424754,0.21257906671852767,0,1,0,0
C0161,Jessica Warren,2022-03-14,-0.1674881494760168,0.21257906671852767,0,0,0,0
C0162,Edwin Watson,2022-03-29,0.7349976001268468,1.1825215764608596,0,0,0,1
C0163,Tiffany Cain,2023-06-08,1.2638758493505748,1.0208644915038043,0,0,1,1
C0164,Morgan Perez,2023-06-01,-0.1969149648309586,-0.4340492731096936,1,0,0,0
C0165,Juan Mcdaniel,2022-04-09,1.7708932468274294,2.7990924260314127,0,0,1,1
C0166,John Rogers,2022-02-13,-0.5677884999120637,-0.2723921881526383,1,0,0,0
C0167,Brandy Welch,2024-01-27,-0.6248212988628221,-0.7573634430238043,1,0,0,0
C0168,Karen Clements MD,2022-12-13,0.8717447828965149,-0.11073510319558298,0,0,1,1
C0169,Jennifer Shaw,2023-04-13,0.5888310100778816,1.1825215764608596,0,0,1,1
C0170,Logan Harris,2023-09-13,0.8053849770840867,0.374236151675583,1,0,0,1
C0171,Michael Cowan,2022-12-16,0.9214888194920874,0.374236151675583,0,0,1,1
C0172,Jamie Webb,2024-09-09,-0.6784787649108434,-0.4340492731096936,1,0,0,0
C0173,Francisco Young,2022-10-06,1.2816819533592174,1.1825215764608596,0,0,0,1
C0174,Tracy Steele,2022-11-03,-0.3033058927507283,-0.11073510319558298,0,0,1,0
C0175,Matthew Johnson,2022-04-16,1.5004480950697927,2.1524640862031914,0,0,0,1
C0176,Nicole Booth,2022-03-23,-0.6080261641293957,-0.11073510319558298,0,1,0,0
C0177,Julia Kelly,2024-06-01,-0.5110111609394516,-0.595706358066749,0,0,0,0
C0178,Carol Williams,2023-11-19,-0.40283744849134434,-0.595706358066749,0,0,0,0
C0179,Donald Miller,2022-10-16,0.1102566352741734,0.21257906671852767,1,0,0,0
C0180,Amy Carpenter,2023-10-25,-1.8751728795576021,-2.0506201226802467,0,0,0,0
C0181,Alexander Barker,2023-11-16,-0.05564559691623841,0.374236151675583,0,0,1,0
C0182,Joshua Preston,2024-12-28,0.8320343445915266,0.6975503215896937,1,0,0,1
C0183,Kimberly Johnson,2024-01-23,0.217544390776796,-0.11073510319558298,0,1,0,0
C0184,Tina Jacobs,2022-05-13,-0.03087141435476356,-0.2723921881526383,0,0,1,0
C0185,Kathleen Logan,2023-10-17,-0.013945831972922538,-0.595706358066749,0,1,0,0
C0186,Amber Alexander,2023-10-11,-0.9176653989170444,-0.9190205279808596,0,0,0,0
C0187,Kayla Kelly,2024-08-02,0.6318352515053475,-0.2723921881526383,0,0,1,0
C0188,Anna Ball,2022-05-17,1.9900561668019339,1.344178661417915,0,0,1,1
C0189,Sherri Dixon,2024-01-22,-0.4385040096954685,-0.2723921881526383,0,1,0,0
C0190,Alexander Lowe,2024-05-31,-0.253806445495934,0.21257906671852767,0,0,1,0
C0191,Samantha Gibson DVM,2024-04-07,-0.24568064406341852,-0.2723921881526383,0,0,1,0
C0192,Sarah Arias,2022-09-15,-0.7485835052965173,-0.7573634430238043,0,0,1,0
C0193,Douglas Torres,2023-02-03,-0.23952786331317938,-0.2723921881526383,0,0,0,0
C0194,Stacy Cook,2024-05-04,0.22784431968289393,0.21257906671852767,0,1,0,0
C0195,Jeremy Mclaughlin,2024-09-17,0.31866849489181126,0.6975503215896937,0,0,1,1
C0196,Laura Watts,2022-06-07,0.8331811968338418,-0.11073510319558298,1,0,0,1
C0197,Christina Harvey,2023-03-21,-0.8268901415762824,-0.595706358066749,1,0,0,0
C0198,Rebecca Ray,2022-02-27,-1.3686935786304597,-1.565648867809081,1,0,0,0
C0199,Andrea Jenkins,2022-12-03,-0.7993711230794094,-0.595706358066749,1,0,0,0
C0200,Kelly Cross,2023-06-11,0.7112778693900598,0.5358932366326383,0,0,0,1
